"","Long","Lat","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"373",-81.7150053086392,26.0123185528279,"BP01-21FEB23","COSWFL",2023,"1040","Adult","Male","A",8.9,270,233,14.3,6.5,428452,2877244,"Shell Island Rd","Scout","","Collier","RBNERR"," IE, BH, TB","Shrek",NA,"",0,NA,NA,NA,NA,NA,"","","","Stretched Out","{6A2319C1-AE79-4E88-82FD-1F6289DD01D4}","","South","West","Malcolm","","","","direct",2023-02-21,"2023-02-21 1040"
"374",-81.7149696986966,26.0124143097756,"BP02-21FEB23","COSWFL",2023,"1057","Adult","Female","A",13.5,412,368,82.1,37.3,428454,2877252,"Shell Island Rd","Scout","","Collier","RBNERR"," IE, BH, TB","Shrek",60,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{24ECCF35-C4C0-4561-9C0A-43C66B0F610E}","YES","South","West","Malcolm","","","","direct",2023-02-21,"2023-02-21 1057"
"375",-81.7149529027234,26.0123631545345,"BP03-21FEB23","COSWFL",2023,"1057","Adult","Male","A",13.3,404,353,56.9,25.8,428454,2877252,"Shell Island Rd","Scout","","Collier","RBNERR"," IE, BH, TB","Shrek",NA,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{133A7E30-FD0D-4D87-B359-0E9CCDCFCE45}","","South","West","Malcolm","","","","direct",2023-02-21,"2023-02-21 1057"
"376",-81.7600113249955,26.0767692797923,"BP04-21FEB23","COSWFL",2023,"1354","Adult","Female","A",10.4,317,279,28.2,12.8,423988,2884407,"Isle of Collier","Scout","","Collier","RBNERR","IE, TB, BH ","Luther",21,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{06977BE1-DB86-4A90-AF6C-86D1F7633321}","YES","South","West","","","","","direct",2023-02-21,"2023-02-21 1354"
"377",-81.6714211140233,26.0026340852081,"BP01-23FEB23","COSWFL",2023,"1341","Adult","Female","A",13.5,411,365,75.5,34.25,432807,2876148,"Road to Nowhere","Scout","","Collier","RBNERR"," IB, IE, BH, TB","Elio",60,"",85,NA,NA,NA,NA,NA,"","","","Coiled","{46E6922D-04B0-4CD8-AE55-1F16AFF62940}","YES","South","East","","","","","direct",2023-02-23,"2023-02-23 1341"
"378",-81.6533556399071,26.0630930162919,"BP01-01MAR23","COSWFL",2023,"1223","Adult","Female","A",9.6,293,258,29.8,13.5,434646,2882834,"O'Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, BH, TB","Rogue 2",22,"",20,NA,NA,NA,NA,NA,"","","","Basking","{66915176-F863-4D23-812D-4B9D69806A7F}","YES","North","East","","","","","direct",2023-03-01,"2023-03-01 1223"
"379",-81.6533432136143,26.0631017046511,"BP02-01MAR23","COSWFL",2023,"1224","Adult","Male","A",8.4,255,220,11,5,434646,2882834,"O'Donnell Nursery","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE, BH, TB","Rogue 2",NA,"",20,NA,NA,NA,NA,NA,"","","","Basking","{A3285346-9571-4509-B827-7BFC4F9980FB}","","North","East","","","","","direct",2023-03-01,"2023-03-01 1224"
"380",-81.7001178347266,26.1233837638818,"BP03-01MAR23","COSWFL",2023,"0133","Adult","Female","A",10.2,312,274,35.4,16.1,430009,2889541,"Naples Lakes","Scout","","Collier","Development"," IB, IE, BH, TB","Arthur",27,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{8CC207D9-CCDB-495B-8B7F-C3D62713A172}","YES","North","West","","","","","direct",2023-03-01,"2023-03-01 0133"
"381",-81.5098488935412,25.9153599002669,"BP01-03MAR23","COSWFL",2023,"0140","Adult","Female","A",10,305,271,32.9,14.9,448938,2866409,"Port of the Isles","Scout","","Collier","TTI","IB, BH","Victor",23,"",100,NA,NA,NA,NA,NA,"","","","Underground","{4B318B47-DC4D-4B47-9D71-6B75A0A366C4}","YES","","","","","","","direct",2023-03-03,"2023-03-03 0140"
"382",-81.6577331272462,26.0111917598239,"BP01-21MAR23","COSWFL",2023,"1238","Adult","Male","A",7.5,228,202,9.9,4.5,434180,2877091,"North east corner RIBS","Scout","","Collier","RIBS"," IE, BH, TB","Breaker",NA,"",80,NA,NA,NA,NA,NA,"","","","","{10F234AC-D7DB-4EA1-860C-6F19AFE1C574}","","South","East","","","","","direct",2023-03-21,"2023-03-21 1238"
"383",-81.5569205271288,26.0781833994577,"BP01-22MAR23","COSWFL",2023,"1039","Adult","Male","A",10.6,323,283,24.3,11,444300,2884466,"Miller Canal, 86 Ave","Scout","PYBI-104","Collier","PSRP"," IB, IE, TB, BH","Jesse",NA,"",25,NA,NA,NA,NA,NA,"","south facing edge of logging tram","","Basking","{4C6813D4-8BCA-417B-B92B-0EB59B7BC77A}","","PSRP","North","","","","","direct",2023-03-22,"2023-03-22 1039"
"384",-81.5228865823421,26.0509769510598,"BP02-22MAR23","COSWFL",2023,"1200","Adult","Female","A",10.9,331,291,38.4,17.4,447687,2881435,"Faka Union Canal, 102 Ave","Scout","","Collier","PSRP","IB, IE, BH,  TB","Stuart",35,"",0,NA,NA,NA,NA,NA,"","","Found after third visit; Ferris was found here first but moved on","Basking","{7EA1D23A-05B8-477A-8511-70ABB29C560D}","YES","PSRP","South","","","","","direct",2023-03-22,"2023-03-22 1200"
"385",-81.6746452974479,26.0731727141207,"BP01-21NOV23","COSWFL",2023,"1030","Adult","Female","A",14.5,442,395,96.4,43.7,432524,2883960,"Winding Cypress","Scout","","Collier","Belle Meade"," IE, CW","Franko",59,"",25,NA,NA,NA,NA,NA,"","","","Courting/Mating","{152F538B-A289-439E-90FD-B2D34597EB5B}","","North","East","","","","","direct",2023-11-21,"2023-11-21 1030"
"386",-81.7111136251801,26.1271895074553,"BP01-27NOV23","COSWFL",2023,"1200","Adult","Female","A",11.2,342,302,50.9,23.1,428908,2889964,"Lely","Scout","","Collier","Development"," IB IE CW","Arthur",NA,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{BFD4EB74-5F27-480E-B4E7-6D1D11E2628D}","","North","West","","","","","direct",2023-11-27,"2023-11-27 1200"
"387",-81.5510491949533,26.0583310242108,"BP01-28NOV23","COSWFL",2023,"1200","Adult","Female","A",16.1,492,436,139.5,63.3,444879,2882260,"98 Ave; E of Miller Canal","Scout","","Collier","PSRP"," IB, IE, CW","Badger",NA,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{2047A051-D530-497B-86A7-AB1B4A222AFD}","YES","PSRP","South","","","","","",2023-11-28,"2023-11-28 1200"
"388",-81.6193959348287,26.0657707924563,"BP01-26DEC23","COSWFL",2023,"1220","Adult","Female","A",15.3,465,410,136.7,62,438046,2883115,"River Rouge","Scout","","Collier","Six L's Agricultural Buffer"," IE","Poochie",76,"",5,NA,NA,NA,NA,NA,"","","","","{3F42756A-203B-4013-8D28-17FEC7B13047}","YES","North","East","","","","","",2023-12-26,"2023-12-26 1220"
"389",-81.5220691694915,26.062171828179,"BP01-09JAN24","COSWFL",2024,"1228","Adult","Male","A",10.3,314,271,26.6,12.1,447777,2882675,"Faka Union Canal, 96 Ave","Scout","","Collier","PSRP","IB, IE, CW","Ferris",NA,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{7DBBD6DB-4AFE-47D0-9EE5-E4C8718B8CF2}","YES","PSRP","South","","","","","",2024-01-09,"2024-01-09 1228"
"390",-81.5220829881322,26.0621818506794,"BP02-09JAN24","COSWFL",2024,"1231","Adult","Female","A",11.8,360,317,53.7,24.4,447777,2882675,"Faka Union Canal, 96 Ave","Scout","","Collier","PSRP","IB, IE, CW","Ferris",37,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{F99D34FF-A08D-464A-A0AE-8F051E2D3203}","","PSRP","South","","","","","",2024-01-09,"2024-01-09 1231"
"391",-81.523210256964,26.0696020198521,"BP01-19JAN24","COSWFL",2019,"1200","Adult","Male","A",8.1,246,214,13.4,6.1,447675,2883495,"Fake Union Canal, 92 Ave","Scout","","Collier","PSRP","IB, IE, CW","Stuart",NA,"",NA,NA,NA,NA,NA,NA,"","","Method 2 - Heavy equipment","","{CFCE7312-243E-4E85-8FD8-CAD44747C2B4}","","PSRP","North","","","","","",2024-01-19,"2024-01-19 1200"
"392",-81.523210256964,26.0696020198521,"BP02-19JAN24","COSWFL",2024,"1200","Adult","Male","A",9.2,280,241,21.2,9.6,447675,2883495,"Fake Union Canal, 92 Ave","Scout","","Collier","PSRP","IB, IE, CW","Stuart",NA,"",NA,NA,NA,NA,NA,NA,"","","Method 2 - Heavy equipment","","{47FD5273-16F2-44C9-B890-4E1CCE7F1B91}","","PSRP","North","","","","","",2024-01-20,"2024-01-20 1200"
"393",-81.5232061571924,26.0695942259624,"BP03-19JAN24","COSWFL",2024,"1200","Adult","Female","A",14.6,445,390,105.3,47.8,447675,2883495,"Fake Union Canal, 92 Ave","Scout","","Collier","PSRP","IB, IE, CW","Stuart",70,"",NA,NA,NA,NA,NA,NA,"","","dug out from large debris pile with heavy equipment; scout had pinned location for multiple weeks prior","","{1A41817E-BB18-49C4-A1A9-38A74F16A7B8}","","PSRP","North","","","","","",2024-01-20,"2024-01-20 1200"
"394",-81.5232061334798,26.0695951895006,"BP04-19JAN24","COSWFL",2024,"1200","Adult","Male","A",9,275,238,20,9.1,447675,2883495,"Fake Union Canal, 92 Ave","Scout","","Collier","PSRP","IB, IE, CW","Stuart",NA,"",NA,NA,NA,NA,NA,NA,"","","Method 2 - Heavy equipment","","{7BB4078E-4DD4-47AB-8862-DC5DF24696EB}","","PSRP","North","","","","","",2024-01-20,"2024-01-20 1200"
"395",-81.5232017471579,26.0695989580768,"BP05-19JAN24","COSWFL",2024,"1200","Adult","Female","A",14.8,451,400,111.7,50.7,447675,2883495,"Fake Union Canal, 92 Ave","Scout","","Collier","PSRP","IB, IE, CW","Stuart",66,"",NA,NA,NA,NA,NA,NA,"","","Method 2 - Heavy equipment; hypomelanism marker eyes","","{C7550146-F803-4622-83DB-DAC5BCA14D0F}","YES","PSRP","North","","","","","",2024-01-20,"2024-01-20 1200"
"396",-81.5176343038642,26.0419233419886,"BP02-23JAN24","COSWFL",2024,"1200","Adult","Female","A",13.6,415,375,92.1,41.8,447669,2883040,"98 Ave; E of Faka Union Canal","Scout","","Collier","PSRP"," IB, IE ","Abe",60,"",0,NA,NA,NA,NA,NA,"","","","Courting/Mating","{6716C358-D9EB-4A24-A174-AD868CC5B0DB}","YES","PSRP","South","","","","","",2024-01-23,"2024-01-23 1200"
"397",-81.6415266446535,26.0009220015846,"BP01-29JAN24","COSWFL",2024,"1200","Adult","Female","A",14.4,439,384,85.9,39,435797,2875943,"RBNERR East","Scout","","Collier","RBNERR"," IB, IE, CW","Elio",64,"",95,NA,NA,NA,NA,NA,"","","","Undercover","{B517E90D-276D-4DFF-856A-6681B359FCB1}","YES","South","East","","","","","",2024-01-29,"2024-01-29 1200"
"398",-81.7290931141643,26.0611700167033,"BP01-01FEB24","COSWFL",2024,"1200","Adult","Female","A",11.7,356,316,54.5,24.7,427069,2882653,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB, IE, CW","Ender",NA,"",65,NA,NA,NA,NA,NA,"","","","Courting/Mating","{11D42CA5-6778-4E54-A1DA-FE8E2EA4A736}","YES","South","West","","","","","",2024-02-01,"2024-02-01 1200"
"399",-81.6224259695968,26.1136125025039,"BP01-31JAN24","COSWFL",2024,"1200","Adult","Female","A",16,470,416,126.9,57.6,437768,2888415,"Belle Meade","Scout","","Collier","Belle Meade","IB, IE, CW","Timmy",NA,"yes",30,NA,NA,NA,NA,NA,"","","","Courting/Mating","{A861C07F-55FC-4A8E-9B68-F13E28D749CD}","YES","North","East","","","","","direct",2024-02-01,"2024-02-01 1200"
"400",-81.6270791898213,26.050580794265,"BP01-08FEB24","COSWFL",2024,"1200","Adult","Female","A",16.2,495,437,119.8,54.3,437270,2881436,"E. Sentel","Scout","","Collier","Six L's Agricultural"," IB, IE, JoK, JuK","Ronin",64,"",25,NA,NA,NA,NA,NA,"","","","Courting/Mating","{9CC5C715-21AB-4690-8895-CF8B42174FD2}","YES","North","East","","","","","",2024-02-08,"2024-02-08 1200"
"401",-81.6700935758474,26.124076320611,"BP02-09FEB24","COSWFL",2024,"1200","Adult","Female","A",14.1,430,377,83.9,38,433009,2889597,"Willow Run Quarry / Belle Meade","Scout","","Collier","Belle Meade"," IB CW","Steve",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{36E8F3F2-FC05-4B7B-A5B7-174D236D24B2}","YES","North","East","","","","","direct",2024-02-09,"2024-02-09 1200"
"402",-81.6700938406288,26.1240764466936,"BP01-09FEB24","COSWFL",2024,"1200","Adult","Male","A",8.6,261,228,16.1,7.3,433009,2889597,"Willow Run Quarry / Belle Meade","Scout","","Collier","Belle Meade"," IB CW","Steve",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{A9E66244-4C67-4C53-99C9-4411AEE6D290}","","North","East","","","","","direct",2024-02-10,"2024-02-10 1200"
"403",-81.5861000233199,26.0260289940036,"BP01-12FEB24","COSWFL",2024,"1200","Adult","Female","A",15.4,470,417,116.8,53,441357,2878698,"Six L's Agricultural Buffer","Scout","","Collier","Six L's Agricultural Buffer"," IB, IE","Fenrir",NA,"",25,NA,NA,NA,NA,NA,"","","","Courting/Mating","{C9484EDB-403A-4D02-93CF-A302FDD0EFA9}","YES","North","East","","","","","",2024-02-12,"2024-02-12 1200"
"404",-81.4970896060843,26.0224805838936,"BP04-21FEB24","COSWFL",2024,"1347","Adult","Male","A",10.4,318,275,29,13.1,450262,2878268,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP"," IB, IE, CW, AlF","Hisstopher",NA,"",90,NA,NA,NA,NA,NA,"","","","","{307FEA63-6D6A-4123-B78A-21A781E55A22}","","PSRP","South","","","","","indirect",2024-02-21,"2024-02-21 1347"
"405",-81.4969697439854,26.0226597013648,"BP05-21FEB24","COSWFL",2024,"1200","Adult","Male","A",9.2,280,243,20.9,9.5,450250,2878344,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP","IB, IE, CW, AlF","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{41D856B3-B1D9-4C85-9CBD-1E39DEAAC259}","","PSRP","South","","","","","indirect",2024-02-21,"2024-02-21 1200"
"406",-81.4972111432172,26.0231610410499,"BP06-21FEB24","COSWFL",2024,"1200","Adult","Female","A",14.1,431,376,87,39.5,450250,2878344,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP","IB, IE, CW, AlF","Hisstopher",39,"",NA,NA,NA,NA,NA,NA,"","","","","{CACD3691-71A7-4F77-8986-11200B3D0366}","YES","PSRP","South","","","","","direct",2024-02-21,"2024-02-21 1200"
"407",-81.4972111432134,26.023161040147,"BP07-21FEB24","COSWFL",2024,"1200","Adult","Male","A",10.9,333,291,36.6,16.7,450250,2878344,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP","IB, IE, CW, AlF","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{E26059CD-966C-4329-9D9A-8B52435A6D23}","","PSRP","South","","","","","direct",2024-02-21,"2024-02-21 1200"
"408",-81.4972907966423,26.0232771092013,"BP10-21FEB24","COSWFL",2024,"1200","Adult","Male","A",10.4,317,276,27.1,12.3,450274,2878288,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP"," IB, IE, CW, AlF","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{BC01A8B6-CC72-4360-8923-40FF0C5E01E4}","YES","PSRP","South","","","","","indirect",2024-02-21,"2024-02-21 1200"
"409",-81.5229164722191,25.9978271180377,"BP01-21FEB24","COSWFL",2024,"1200","Adult","Female","A",15.4,470,416,116.2,52.7,447666,2875548,"Faka Union Restoration; SW","Scout","","Collier","PSRP"," IB, IE, CW, AlF","George",68,"",NA,NA,NA,NA,NA,NA,"","","","","{BCF13983-CA41-4640-B993-0000A94252AF}","YES","PSRP","","","","","","direct",2024-02-22,"2024-02-22 1200"
"410",-81.5229164722191,25.9978271180377,"BP02-21FEB24","COSWFL",2024,"1200","Adult","Male","A",11.4,348,312,30.9,14,447666,2875548,"Faka Union Restoration; SW","Scout","","Collier","PSRP","IB,IE,CW,AIF","George",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{35E2206D-6E2D-4967-A062-234C9CE4A5C5}","YES","PSRP","","","","","","direct",2024-02-22,"2024-02-22 1200"
"411",-81.5229164722191,25.9978271180377,"BP03-21FEB24","COSWFL",2019,"1200","Adult","Male","A",11.8,361,315,40.3,18.3,447666,2875548,"Faka Union Restoration; SW","Scout","","Collier","PSRP","IB,IE,CW,AIF","George",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{88409061-DBA8-41FB-9118-94DBE0732ECC}","YES","PSRP","","","","","","direct",2024-02-22,"2024-02-22 1200"
"412",-81.4972111432134,26.023161040147,"BP08-21FEB24","COSWFL",2024,"1200","Adult","Male","A",12.1,370,323,39.9,18.1,450250,2878344,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP","IB, IE, CW, AlF","Hisstopher",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{59F46565-C554-493D-840A-6504939AEC56}","","PSRP","South","","","","","direct",2024-02-22,"2024-02-22 1200"
"413",-81.4972111432134,26.023161040147,"BP09-21FEB24","COSWFL",2024,"1200","Adult","Male","A",10.6,324,280,28.2,12.8,450250,2878344,"Merritt Blvd, 118 Ave","Scout","","Collier","PSRP","IB, IE, CW, AlF","Harriett",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{B21A58A5-65F4-4DD6-9748-F0E578F075F8}","","PSRP","South","","","","","direct",2024-02-22,"2024-02-22 1200"
"414",-81.6434833388433,26.0089090265427,"BP01-22FEB24","COSWFL",2024,"1130","Adult","Female","A",11.5,350,311,42.6,19.3,435606,2876830,"Eagle Island","Scout","","Collier","RBNERR"," ","Ziggy",32,"",NA,NA,NA,NA,NA,NA,"","","","","{E17BF2E0-6981-4F21-91FF-38B8A50EC2EB}","","","","","","","","direct",2024-02-23,"2024-02-23 1130"
"415",-81.7147886442806,26.0189289090441,"BP01-27FEB24","COSWFL",2024,"1040","Adult","Female","A",10.9,333,291,42.7,19.5,428475,2877956,"Shell Island Rd","Scout","","Collier","RBNERR"," IB IE Cw ","Shrek",33,"",NA,NA,NA,NA,NA,NA,"","","","Coiled","{51063C74-29F7-4FAC-8BD6-D159CCBA65C8}","YES","","","Malcolm","Jensen","","","",2024-02-27,"2024-02-27 1040"
"416",-81.7298003142717,26.0606207406733,"BP02-27FEB24","COSWFL",2024,"0122","Adult","Male","A",11.3,345,305,37.4,17,427002,2882602,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB IE CW","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","","Basking","{BB8AEABD-B629-4AD0-A6FC-119AE791866B}","","","","","","","","",2024-02-27,"2024-02-27 0122"
"417",-81.7297686251212,26.0606313820946,"BP03-27FEB24","COSWFL",2024,"1200","Adult","Female","A",11.2,342,310,52,23.6,427002,2882602,"N of Henderson Creek","Scout","","Collier","RBNERR"," IB IE CW","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{D6496B9A-1E83-42BB-995B-806C3AEB3D2C}","YES","","","","","","","",2024-02-27,"2024-02-27 1200"
"418",-81.5219753646647,26.0164285427111,"BP01-06MAR24","COSWFL",2024,"1220","Adult","Male","A",11.2,340,295,37.4,17,447768,2877610,"Faka Union Canal, 118 / 120 Ave","Scout","","Collier","PSRP"," IB, IE ","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{78232423-68FE-4105-A17E-08B6AA71ECF8}","","PSRP","","","","","","",2024-03-06,"2024-03-06 1220"
"419",-81.5219753646647,26.0164285427111,"BP02-06MAR24","COSWFL",2024,"1200","Adult","Female","A",11.9,363,321,56.2,25.5,447768,2877610,"Faka Union Canal; 122 Ave","Scout","","Collier","PSRP"," IB, IE, CW","",39,"",NA,NA,NA,NA,NA,NA,"","","","","{CF4CF2F3-4104-486B-944A-2B0A830F5309}","YES","PSRP","","","","","","",2024-03-06,"2024-03-06 1200"
"420",-81.7554485841977,26.0624165120351,"BP01- 08MAR24","COSWFL",2024,"1200","Adult","Female","A",12.5,382,339,63.7,28.9,424440,2882801,"Sand Hill Rookery Bay","Scout","","Collier","RBNERR"," IB IE CW","",41,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{08517DAE-60E0-4AFD-BADC-D075CE2C902E}","YES","","","","","","","direct",2024-03-08,"2024-03-08 1200"
"421",-81.5194527988659,26.0486750826903,"BP01-11MAR24","COSWFL",2024,"1200","Adult","Male","A",9.2,280,244,17.4,7.9,448035,2881178,"Faka Union Restoration, 102 Ave /104 Ave.","Scout","","Collier","PSRP"," IB, IE, KF","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{3B41E0C0-91E1-4C2A-92E8-CC8A66AF790F}","","PSRP","","","","","","",2024-03-11,"2024-03-11 1200"
"422",-81.5194527988659,26.0486750826903,"BP02-11MAR24","COSWFL",2024,"1200","Adult","Female","A",11.4,347,315,43.6,19.8,448035,2881178,"Faka  Union Restoration, 102 / 104 Ave","Scout","","Collier","PSRP"," IB, IE, KF","Abe",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{3CA400A8-D12F-4838-B87D-6CFB3DF6F044}","","PSRP","","","","","","direct",2024-03-11,"2024-03-11 1200"
"423",-81.5171757379914,26.0534356675076,"BP03-11MAR24","COSWFL",2024,"1200","Adult","Female","A",15.5,471,429,123.4,56,448244,2881654,"Fake Union Restoration, 100 / 102 Ave","Scout","","Collier","PSRP"," IB, IE, KF","Dion",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{3C501D0C-7420-4631-ABEB-951E26064DEE}","","PSRP","","","","","","direct",2024-03-11,"2024-03-11 1200"
"424",-81.5205277947192,26.0527527801289,"BP04-11MAR24","COSWFL",2024,"1200","Adult","Female","A",12.3,375,328,54.9,24.9,447930,2881630,"Faka Union Restoration, 100 / 102 Ave","Scout","","Collier","PSRP"," IB IE KF","Denis",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{0C24D5F3-BA29-4CF8-8101-01A2879F70A9}","","PSRP","","","","","","direct",2024-03-11,"2024-03-11 1200"
"425",-81.5205277947192,26.0527527801289,"BP05-11MAR24","COSWFL",2024,"1200","Adult","Male","A",11,336,292,28.2,12.8,447930,2881630,"Faka Union Restoration, 100 / 102 Ave","Scout","","Collier","PSRP"," IB IE KF","Denis",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{503383B6-7EB5-4E4B-A356-3D68532743D8}","","PSRP","","","","","","direct",2024-03-11,"2024-03-11 1200"
"426",-81.6364949588111,26.0609464779552,"BP01-12MAR24","COSWFL",2024,"1200","Adult","Female","A",15,457,404,97.7,44.3,436333,2882589,"Wiggins","Scout","","Collier","Six L's Agricultural"," ","",57,"",NA,NA,NA,NA,NA,NA,"","","","Courting/Mating","{4A543E04-1B71-4F18-AE81-7090026EF9B6}","YES","","","","","","","",2024-03-12,"2024-03-12 1200"
"427",-81.521455423835,26.0670125988254,"BP01-20MAR24","COSWFL",2024,"1200","Adult","Female","A",10.5,320,275,36,16.3,447844,2883215,"Faka Union Restoration, 92 / 94 Ave","Scout","","Collier","PSRP"," IB CW KF AF","Stuart",21,"",NA,NA,NA,NA,NA,NA,"","","","","{899C5692-E369-4E6F-A791-C7A1B190C388}","YES","PSRP","","","","","","",2024-03-20,"2024-03-20 1200"
"428",-81.5118938860174,26.0521870839192,"BP01-10DEC24","COSWFL",2024,"1325","Adult","Female","A",13.8,421,411,116.3,52.73,448792,2881561,"Desoto Blvd, 102 Ave","Scout","","Collier",""," IB, IE, KaK, JE","Lincoln",NA,"",NA,NA,NA,NA,NA,NA,"","","stub tail, found in close association with Lincoln","Courting/Mating","{FE944306-36DD-429C-8BFC-464FD34BFC63}","YES","","","","","","","",2024-12-10,"2024-12-10 1325"
"429",-81.6723530804848,26.0511342382742,"BP03-11DEC24","COSWFL",2024,"1212","Adult","Female","A",15.2,462,412,131,59.47,432743,2881527,"Winding Cypress","Scout","","Collier",""," IB, IE, KaK, JE","Franko",NA,"",NA,NA,NA,NA,NA,NA,"","Hammock ","","Courting/Mating","{D92FB99C-14A5-41F7-A67F-604EFA9F8537}","YES","","","","","","","",2024-12-12,"2024-12-12 1212"
"430",-81.4818951291837,26.0283005727686,"BP01-18DEC24","COSWFL",2024,"1153","Adult","Male","A",10.5,320,279,35.2,16,451796,2878891,"Patterson Blvd, 116th Ave","Scout","Rooster","Collier",""," IB, IE, JE","Connor",NA,"",NA,NA,NA,NA,NA,NA,"","","Scout is connor","","{B35A1A01-BCCB-4952-B883-736F62635F1B}","","","","","","","","direct",2024-12-19,"2024-12-19 1153"
"431",-81.4462429942722,26.0591719262576,"BP02-18DEC24","COSWFL",2024,"1430","Adult","Female","A",13.7,419,370,79.3,36,455374,2882301,"Seven Mile Prairie","Scout","","Collier",""," IB, IE, JE","Abe",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{6D78C12C-F08F-4991-9C4C-1F6959BBD6B4}","","","","","","","","direct",2024-12-19,"2024-12-19 1430"
"432",-81.5566552630272,26.030685728916,"BP01-19DEC24","COSWFL",2024,"1053","Adult","Female","A",14.6,445,390,98.4,44.6,444298,2879198,"Miller Canal; 108 Ave","Scout","","Collier","","IB, KF, JE","Skinny Pete",NA,"",NA,NA,NA,NA,NA,NA,"","","Scout is skinny pete","","{BDB1A2AD-A6F6-4308-9934-C05C79241B44}","","","","","","","","",2024-12-20,"2024-12-20 1053"
"433",-81.5150047071525,26.1009044818226,"BP02-19DEC24","COSWFL",2024,"1245","Adult","Female","A",NA,NA,450,133.7,60.6,448522,2886951,"East of Faka Union Restoration; 74th Ave","Scout","","Collier","","IB, KF, JE","Dion",NA,"Y",NA,NA,NA,NA,NA,NA,"","","","","{6893C9A0-CEF8-4DD0-97EB-4C1E4251054A}","","","","","","","","direct",2024-12-20,"2024-12-20 1245"
"434",-81.5964182136877,26.0120078817731,"BP01-20DEC24","COSWFL",2024,"0945","Adult","Female","A",16.4,500,445,153.4,69.56,440320,2877150,"Six L's Agricultural Buffer","Scout","","Collier",""," IB, JE","Nice",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{13CE0613-E859-467A-AF23-63DF48A53303}","","","","","","","","direct",2024-12-21,"2024-12-21 0945"
"435",-81.5139940512653,25.9936126421857,"BP01-02JAN25","COSWFL",2025,"1200","Adult","Female","A",13.5,411,364,74.9,34,448557,2875078,"Desoto Blvd, 132 Ave","Scout","","Collier",""," IB, IE, KF","",NA,"",10,NA,NA,NA,NA,NA,"","","","Basking","{6187366F-F34D-4F53-AC9A-8C55042E587B}","YES","PSRP","South","","","","","",2025-01-02,"2025-01-02 1200"
"436",-81.5208957235258,26.0441330921179,"BP02-02JAN25","COSWFL",2025,"1200","Adult","Male","A",10.8,328,287,32.4,14.7,447889,2880675,"Faka Union, 106 Ave","Scout","","Collier",""," IB, IE, KF","George",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{315AAFF5-99BA-405B-B0C8-0E80BD5EF945}","","","","","","","","",2025-01-02,"2025-01-02 1200"
